,index,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
3673,51673,4w2W5Gh1GjbbSWGF0TD2iC,Kailash Kher;Mounima,Baahubali - The Beginning,Kaun Hain Voh,59,197984,False,0.468,0.742,4,-8.229,0,0.0844,0.333,1.39e-05,0.0825,0.372,147.014,3,hip-hop
3674,51674,1CYn0jiSz0gubTpYJbuTMS,Bilal Saeed;Momina Mustehsan,Uchiyaan Dewaraan,Uchiyaan Dewaraan,60,227976,False,0.428,0.577,8,-5.629,1,0.0912,0.842,0.0,0.0954,0.244,159.796,4,hip-hop
3675,51675,5raWEZXYAapq6Qw1GIEIkU,Ajay-Atul,Dhadak,Zingaat,59,226501,False,0.834,0.788,6,-7.294,0,0.213,0.359,0.27,0.396,0.705,130.032,4,hip-hop
3676,51676,0PcbVYxqG9Gx5vkEomupjJ,Jordan Sandhu,Band Theke,Band Theke,58,187835,False,0.79,0.672,7,-4.955,0,0.0654,0.1,0.0,0.215,0.49,95.827,4,hip-hop
3677,51677,3FHl1QYu76zguwjqhqcglX,Sukhwinder Singh;Shreya Ghoshal;Vikram Montrose,"Kar Har Maidaan Fateh (From ""Sanju"")","Kar Har Maidaan Fateh (From ""Sanju"")",59,312157,False,0.557,0.821,1,-7.794,0,0.0573,0.0189,0.0,0.0863,0.184,170.022,4,hip-hop
3678,51678,7e6qTHVfRdaYsio90s1fHC,Vishal Dadlani,Zindagi Na Milegi Dobara,Ik Junoon (Paint It Red),60,299119,False,0.79,0.848,2,-7.798,1,0.0508,0.364,0.00147,0.148,0.641,127.034,4,hip-hop
3679,51679,4EYc4UZ4GeuGzpUmTapq6L,Quavo,GANG GANG - HIP HOP & RAP,WORKIN ME,4,169620,True,0.79,0.628,8,-4.055,1,0.142,0.182,7.06e-06,0.338,0.267,170.023,4,hip-hop
3680,51680,6qDHgeUBJFKYAGPBj3eVD6,Jordan Sandhu,FAME,Balcony,59,163404,False,0.537,0.712,10,-5.342,0,0.207,0.131,0.0,0.174,0.432,94.196,4,hip-hop
3681,51681,33bbZaSdhM9wsuLnC9iT8f,Quavo;Takeoff,Hardcore Energy,HOTEL LOBBY (Unc & Phew),3,142657,True,0.821,0.636,11,-4.479,1,0.169,0.142,0.0,0.233,0.163,127.961,4,hip-hop
3682,51682,38nwBRjoNg7FeNsn7ebFOk,Anirudh Ravichander;Ajesh,3 (Original Motion Picture Soundtrack),Yedhalo Oka Mounam - The Innocence of Love,57,207026,False,0.645,0.798,7,-6.227,0,0.0359,0.204,0.000198,0.318,0.386,109.973,4,hip-hop
3683,51683,6LvHrLiW1z8PS7MIAiufKg,Badshah;Nikhita Gandhi,Bad Boy X Bad Girl (feat. Nikhita Gandhi),Bad Boy X Bad Girl (feat. Nikhita Gandhi),59,199402,False,0.896,0.764,0,-4.271,1,0.0767,0.174,2.36e-05,0.0677,0.601,100.516,4,hip-hop
3684,51684,7fdsoKCtpx2hYXDRMoActW,Anirudh Ravichander;Jonita Gandhi,Doctor (Original Motion Picture Soundtrack),Chellamma,58,236500,False,0.525,0.68,11,-7.252,0,0.207,0.254,0.000348,0.0601,0.734,132.857,4,hip-hop
3685,51685,4bbeXHwW95npFQuPa2D8e1,Anirudh Ravichander;Kamal Haasan,"Mathuga Mathuga (From ""Vikram Hitlist"")","Mathuga Mathuga (From ""Vikram Hitlist"")",57,211384,False,0.829,0.811,0,-5.693,1,0.392,0.321,0.0,0.056,0.919,130.034,4,hip-hop
3686,51686,1ozrNv9W4KlprAmvgH0Yrq,Guru Randhawa,"High Rated Gabru (From ""Nawabzaade"")","High Rated Gabru (From ""Nawabzaade"")",60,179099,False,0.685,0.841,2,-2.932,0,0.0942,0.118,0.0,0.26,0.59,97.929,4,hip-hop
3687,51687,3bHI0o9TLQ2jJzjr0ES7dX,Guru Randhawa;Dhvani Bhanushali,High Rated Gabru - Guru Randhawa,"Ishare Tere (From ""Ishare Tere"")",59,189151,False,0.707,0.941,1,-2.606,0,0.041,0.0173,3.65e-05,0.134,0.337,99.013,4,hip-hop
3688,51688,4Wy1PEoKfF3wPikE3GcWLl,Jordan Sandhu,Positivity,Positivity,59,170714,False,0.68,0.698,1,-5.93,0,0.26,0.172,0.0,0.15,0.501,167.831,4,hip-hop
3689,51689,2q0V50aNlI1RQXJyE5HDgD,Sachin-Jigar;Darshan Raval;Neha Kakkar,"Odhani (From ""Made in China"")","Odhani (From ""Made in China"")",60,195397,False,0.711,0.731,2,-6.651,1,0.0569,0.233,0.0,0.178,0.474,130.0,4,hip-hop
3690,51690,0TYsZbl0ryJSUvyQeeLBRG,Sidhu Moose Wala,Snitches Get Stitches,Aj Kal Ve,58,203720,False,0.761,0.532,0,-10.179,0,0.0735,0.739,2.33e-06,0.306,0.932,80.004,4,hip-hop
3691,51691,36ylvIx1fVaM4i5pux7Ea1,Anirudh Ravichander;Shweta Mohan,Nava Manmadhudu (Original Motion Picture Soundtrack),Emannavoo,57,214765,False,0.457,0.542,5,-7.645,1,0.0575,0.408,0.0,0.127,0.652,109.973,4,hip-hop
3692,51692,4IUGuoJ41g5fLIqsO1MJoU,Anirudh Ravichander,Petta (Original Motion Picture Soundtrack),"Ilamai Thirumbudhe - From ""Petta""",58,217000,False,0.395,0.425,7,-7.616,0,0.0625,0.719,0.0,0.175,0.457,167.863,4,hip-hop
3693,51693,0pM7PCxuclmb1qsjTqt6WX,Chris G.;Mc Sai;Sahi Siva,Nenjinile Rebirth,Nenjinile Rebirth,59,215800,False,0.706,0.913,11,-3.284,0,0.139,0.115,0.0,0.256,0.712,149.886,4,hip-hop
3694,51694,5EjVRbQFSLYyeNLlO7qGLY,Anirudh Ravichander;Dhanush,Velai Illa Pattadhaari (Original Motion Picture Soundtrack),What a Karavaad,58,267942,False,0.431,0.794,6,-5.78,0,0.428,0.0759,0.0,0.85,0.448,75.028,4,hip-hop
3695,51695,4PML5RtrVcYAwTTS46otXB,Anirudh Ravichander;Arivu,Master (Original Motion Picture Soundtrack),Vaathi Raid,58,209500,False,0.806,0.93,4,-3.404,0,0.132,0.253,1.94e-05,0.106,0.666,100.016,4,hip-hop
3696,51696,2mldMnu7kHSm4l5se4Zo7Y,Anirudh Ravichander;Prudhvi Chandra,Vikram Hitlist (Original Motion Picture Soundtrack),Vikram Title Track - Telugu,57,218823,False,0.643,0.874,10,-3.604,1,0.0508,0.253,0.00198,0.127,0.118,169.982,4,hip-hop
3697,51697,3dJjsWCy6ZwMfw5NbD226G,Wisin & Yandel;Anthony Santos,Reggeaton Imperdible,Noche De Sexo,1,205773,True,0.721,0.714,11,-5.436,0,0.234,0.107,0.0,0.562,0.506,94.002,4,hip-hop
3698,51698,12xEvLcLawXJUs4ANGYdxZ,"Wisin & Yandel;Franco ""El Gorilla"";Jayko",Halloween con perreito,Me Estas Tentando - Remix,0,264306,False,0.819,0.897,9,-3.633,0,0.0484,0.117,4.72e-06,0.311,0.805,116.019,4,hip-hop
3699,51699,7mhJ08BCG6goQ8mPpk9TuZ,Anirudh Ravichander;Sunidhi Chauhan;Sanjana Kalmanje,Kaathuvaakula Rendu Kaadhal (Original Motion Picture Soundtrack),Two Two Two,57,176345,False,0.837,0.691,1,-4.982,1,0.147,0.0207,0.00361,0.198,0.648,140.047,4,hip-hop
3700,51700,40iJIUlhi6renaREYGeIDS,Drake;Travis Scott,Certified Lover Boy,Fair Trade (with Travis Scott),83,291175,True,0.666,0.465,1,-8.545,1,0.26,0.0503,0.0,0.215,0.292,167.937,4,hip-hop
3701,51701,4u7IQqFz6ZSZoLwTcWDfLQ,The PropheC,Secrets,Secrets,60,192475,False,0.817,0.475,3,-5.627,0,0.0465,0.356,8.85e-06,0.26,0.736,121.05,4,hip-hop
3702,51702,0Yzg5gttgeusAFIDCNPR77,Yo Yo Honey Singh;Deep Money,Chaar Ikke,Dope Shope,58,211764,False,0.754,0.914,6,-1.999,0,0.0548,0.424,2.62e-05,0.116,0.865,136.032,4,hip-hop
3703,51703,4gyPGtExOjj1rsByKW33LR,Badshah,Paagal,Paagal,60,169906,False,0.687,0.854,11,-5.368,0,0.308,0.0619,0.000645,0.147,0.721,214.016,4,hip-hop
3704,51704,7mUuarQfB0E0Xs80Vzd2gw,Karan Aujla;Gurlez Akhtar,Chitta Kurta,Chitta Kurta,59,217260,False,0.834,0.738,8,-6.904,0,0.199,0.2,0.0,0.0797,0.656,89.99,4,hip-hop
3705,51705,2kLFzLJgHtreNbNlbVzQy4,Daler Mehndi;Dee MC;Shashwat Sachdev,Uri - The Surgical Strike,Jagga Jiteya,59,191489,False,0.774,0.783,0,-4.247,1,0.0857,0.0173,0.0,0.19,0.206,93.959,4,hip-hop
3706,51706,0SlwcOEjRSEdkOD7DRcPvg,Jordan Sandhu;Zikar Sandhu,Blood Talks,Blood Talks,58,188000,False,0.763,0.735,11,-3.9,0,0.185,0.154,0.0,0.391,0.532,89.967,4,hip-hop
3707,51707,3Qm35fbJSuclok2fQB2rzZ,Anirudh Ravichander,Vikram (Original Background Score),Moaning Theme - Background Score,57,84650,False,0.797,0.71,6,-6.815,0,0.0581,0.343,0.906,0.0932,0.502,99.981,4,hip-hop
3708,51708,6S6HSSk9HzWe3pqvUJn6Vq,Karan Aujla,Let 'em Play,Let 'em Play,59,195652,True,0.776,0.651,6,-7.41,1,0.151,0.0136,2.72e-06,0.0771,0.747,92.015,4,hip-hop
3709,51709,2ccThCjEt1t1SF72mP7as2,Amantej Hundal;Karan Aujla,Few Days,Few Days,59,177391,False,0.797,0.627,4,-7.095,0,0.145,0.0143,0.0,0.324,0.526,92.017,4,hip-hop
3710,51710,0U8fm89VKJwDYa0mzh6foW,MC SQUARE,Hustle 2.0,Badmos Chora,57,144000,False,0.698,0.828,10,-5.92,0,0.241,0.0868,0.0,0.212,0.86,160.169,4,hip-hop
3711,51711,6YtlaPxgVWZHO7OB1atIEf,MC STAN,Kahan Par Hai,Kahan Par Hai,57,219758,True,0.706,0.695,0,-7.103,0,0.0541,0.461,0.0,0.306,0.489,141.974,4,hip-hop
3712,51712,7gl8XJ8EmiObfSFppTATt6,Neeraj Shridhar,Love Aaj Kal (Original Motion Picture Soundtrack),Twist,58,299440,False,0.719,0.945,7,-4.977,1,0.136,0.033,7.26e-05,0.0857,0.748,109.014,4,hip-hop
3713,51713,1n1b2lwdRdWF5RAaA0vewk,Neeraj Shridhar;Master Saleem;Suzi Q,Love Aaj Kal (Original Motion Picture Soundtrack),Aahun Aahun,58,290493,False,0.78,0.904,1,-5.509,0,0.2,0.163,8.54e-05,0.0662,0.664,129.966,4,hip-hop
3714,51714,6i5QcWVTuzM67pXgD9Q7Vw,Anirudh Ravichander;Sam C.S.,"Kanne Kanne (From ""Ayogya"")","Kanne Kanne (From ""Ayogya"")",57,225558,False,0.684,0.489,1,-8.625,1,0.0595,0.639,0.0,0.105,0.375,87.104,4,hip-hop
3715,51715,3fPgIknlkDWXs1l2noKZbp,Badshah;Amaal Mallik;Fazilpuria;Sukriti Kakar;Neha Kakkar,The Badshah of Party Hits,Kar Gayi Chull,60,187710,False,0.827,0.737,11,-5.473,0,0.0764,0.0316,0.000322,0.211,0.873,121.99,4,hip-hop
3716,51716,3XyFQxpSlGowWpZkIn3ISA,Vishal Dadlani;Hamsika Iyer,Chennai Express,One Two Three Four (Get On The Dance Floor),60,228323,False,0.721,0.867,6,-5.429,0,0.225,0.0885,0.000119,0.0372,0.87,170.091,4,hip-hop
3717,51717,7w4kFO2slzHCu1qEOMaPkl,Anirudh Ravichander;Dhanush,Maari (Original Motion Picture Soundtrack),Maari Thara Local - Here Comes Maari,57,230252,False,0.709,0.956,6,-4.695,1,0.255,0.622,1.1e-06,0.0982,0.664,94.945,4,hip-hop
3718,51718,20uFSAxK0ilztG3jr08XWf,Wisin & Yandel;Chris Brown;T-Pain,Regageton Para Niños,Algo Me Gusta De Ti,1,274946,False,0.626,0.769,11,-5.296,0,0.0325,0.00291,0.0,0.0598,0.237,127.949,4,hip-hop
3719,51719,4ABLgdKKYK7DJLPDCDnoMc,Machine Gun Kelly;Camila Cabello,Mientras hago aromaterapia,Bad Things,1,239289,False,0.679,0.697,2,-4.75,1,0.14,0.232,0.0,0.178,0.287,137.816,4,hip-hop
3720,51720,67qlKfxKVqs2uxPA6OMlDZ,Machine Gun Kelly,Halloween Party 2022,el diablo,2,146264,True,0.765,0.725,3,-3.391,0,0.143,0.00471,0.000194,0.154,0.578,75.003,4,hip-hop
3721,51721,7j7fS14vlwVk0Pfnr0hovC,Anirudh Ravichander;S. P. Balasubrahmanyam,Petta (Original Motion Picture Soundtrack),"Marana Mass - From ""Petta""",57,216000,False,0.471,0.873,10,-5.503,0,0.373,0.47,8.13e-05,0.146,0.737,78.434,4,hip-hop
3722,51722,2ll71nYac90SKJbb9h0zGB,Wisin & Yandel;Chris Brown;T-Pain,FELIZ CUMPLEAÑOS,Algo Me Gusta De Ti,4,274946,False,0.626,0.769,11,-5.296,0,0.0325,0.00291,0.0,0.0598,0.237,127.949,4,hip-hop
3723,51723,2jRLhJSvJQn0NqHshENHt1,Wisin & Yandel;Chris Brown;T-Pain,Del gusto de hermanos,Algo Me Gusta De Ti,0,274946,False,0.626,0.769,11,-5.296,0,0.0325,0.00291,0.0,0.0598,0.237,127.949,4,hip-hop
3724,51724,3Eo7rOfvXRzGq68b9PVfZE,Wisin & Yandel,Esto No Se Le Dedica A Cualquiera,Estoy Enamorado,2,271720,False,0.78,0.725,6,-6.032,1,0.0503,0.288,0.0,0.0851,0.431,100.92,4,hip-hop
3725,51725,3WFAdUVTAuLeTMApMwGgvr,Machine Gun Kelly,Rock & Halloween,born with horns,4,147943,False,0.569,0.919,11,-5.378,1,0.135,0.00089,9.44e-05,0.0524,0.256,95.073,4,hip-hop
3726,51726,3YtBnp4q2Trhu9Zv09ErQl,Wisin & Yandel,Halloween 2022 Perreo Vol. 1,Estoy Enamorado,2,271720,False,0.78,0.725,6,-6.032,1,0.0503,0.288,0.0,0.0851,0.431,100.92,4,hip-hop
3727,51727,434VcYrm3FPRRiW4jw5nLb,Wisin & Yandel;Chris Brown;T-Pain,Fiesta portatil,Algo Me Gusta De Ti,2,274946,False,0.626,0.769,11,-5.296,0,0.0325,0.00291,0.0,0.0598,0.237,127.949,4,hip-hop
3728,51728,1dvlY1iYFNgO7SFWRGHB3x,Wisin & Yandel,Halloween 2022 Perreo Vol. 3,Pegao,1,234546,False,0.792,0.804,3,-4.752,1,0.259,0.537,0.0,0.342,0.807,96.041,4,hip-hop
3729,51729,55rG9wHuUie0jH00vpjvfX,Machine Gun Kelly;blackbear,Autumn Vibes 2022,my ex's best friend,0,138970,False,0.732,0.671,5,-5.037,0,0.0415,0.00323,0.0,0.108,0.328,124.957,4,hip-hop
3730,51730,0bYsT1b741xstgFwe4WoKp,Wisin & Yandel,Noche de Halloween Latino,Hipnotízame,7,243386,False,0.775,0.828,0,-3.972,1,0.139,0.289,0.0,0.434,0.571,79.992,4,hip-hop
3731,51731,7hgxdDJAyaQKsGl9ZquRsh,Machine Gun Kelly,Twisted Halloween Hits,RAP DEVIL,0,286117,True,0.895,0.839,0,-4.51,1,0.227,0.217,2.89e-06,0.239,0.754,149.952,4,hip-hop
3732,51732,6syz0SJTv8ZNCNxaOnvMtb,Gorillaz,Maintain Your Mojo,Clint Eastwood,3,340920,True,0.663,0.694,10,-8.627,0,0.171,0.0253,0.0,0.0698,0.525,167.953,4,hip-hop
3733,51733,356ry72djzWnoIjOCrLS7h,Wisin & Yandel,Perreo en Halloween,Sexy Movimiento,1,211920,False,0.787,0.858,10,-4.152,0,0.0373,0.405,2.95e-06,0.133,0.814,105.0,4,hip-hop
3734,51734,77AAzPYU8BzH1706odR9WR,Wisin & Yandel,Halloween 2022 Perreo Vol. 5,Sexy Movimiento,0,211920,False,0.787,0.858,10,-4.152,0,0.0373,0.405,2.95e-06,0.133,0.814,105.0,4,hip-hop
3735,51735,0uBeSDV32mrqWuL8jLct8J,Machine Gun Kelly;WILLOW,Halloween Party 2022,emo girl,0,159096,True,0.41,0.881,2,-3.502,1,0.087,0.000406,4.26e-05,0.922,0.357,165.006,4,hip-hop
3736,51736,7z1uUb32IxZvJ97Fk86igf,Wisin & Yandel,Última Misión Reggaeton,Pam Pam,0,227280,False,0.874,0.69,10,-6.373,1,0.114,0.121,0.0,0.249,0.735,95.025,4,hip-hop
3737,51737,3dKlTiPC2NTfrnlmM43TuX,Wisin & Yandel,Perreo Tenebroso Vol. 2,Pam Pam,0,227280,False,0.874,0.69,10,-6.373,1,0.114,0.121,0.0,0.249,0.735,95.025,4,hip-hop
3738,51738,1v8HKXubkw9fpYfOJdmAc7,Wisin & Yandel,Homecoming Latin Party,Pegao,0,234546,False,0.792,0.804,3,-4.752,1,0.259,0.537,0.0,0.342,0.807,96.041,4,hip-hop
3739,51739,5cc6bqV4lFNB8etIbI7SNz,Machine Gun Kelly,Halloween Party 2022,bloody valentine,0,205015,True,0.52,0.856,2,-4.228,1,0.0806,0.000193,0.0,0.157,0.47,160.083,4,hip-hop
3740,51740,0VDbQ47H6Zn0zTdMziB0ex,Wisin & Yandel,Perreo Tenebroso Vol. 5,Tu Olor,0,246853,False,0.821,0.753,1,-5.27,0,0.0817,0.0148,6.13e-06,0.109,0.364,114.983,4,hip-hop
3741,51741,698BVnDEuu5eDWjWfVH0qV,Wisin & Yandel,Última Misión Reggaeton,Me Estas Tentando,0,229173,False,0.81,0.916,4,-2.649,0,0.0537,0.312,7.63e-06,0.347,0.794,116.009,4,hip-hop
3742,51742,3yJjRARrm2dE2tPuzPL2Z1,Wisin & Yandel,Halloween con perreito,Sexy Movimiento,0,211920,False,0.787,0.858,10,-4.152,0,0.0373,0.405,2.95e-06,0.133,0.814,105.0,4,hip-hop
3743,51743,1z4WUEk8yk3KyYg8vXzorT,Wisin & Yandel,Perreo Tenebroso Vol. 1,Sexy Movimiento,0,211920,False,0.787,0.858,10,-4.152,0,0.0373,0.405,2.95e-06,0.133,0.814,105.0,4,hip-hop
3744,51744,5iBHQdgvYptTzQzLPHxbXz,Wisin & Yandel,Queda poco para la PAES 2.0,Sexy Movimiento,0,211920,False,0.787,0.858,10,-4.152,0,0.0373,0.405,2.95e-06,0.133,0.814,105.0,4,hip-hop
3745,51745,2RAEtFZQd4TZexKgblZNgA,Wisin & Yandel;Anthony Santos,Última Misión Reggaeton,Noche De Sexo,0,205773,True,0.721,0.714,11,-5.436,0,0.234,0.107,0.0,0.562,0.506,94.002,4,hip-hop
3746,51746,71A0fSIUozc9NvH3tn3rO6,"Wisin & Yandel;Tego Calderón;Franco ""El Gorilla""",Perreo Tenebroso Vol. 2,Sigan Bailando,0,291453,False,0.753,0.831,1,-4.702,0,0.247,0.148,2.32e-05,0.0902,0.684,180.054,4,hip-hop
3747,51747,5yug4vHY6oGqkFI80Ya5F0,Gorillaz,Alternative Rock Mixtape,Clint Eastwood,2,340920,True,0.663,0.694,10,-8.627,0,0.171,0.0253,0.0,0.0698,0.525,167.953,4,hip-hop
3748,51748,5XnDEUn0QHWdr2bMJGIL1d,Wisin & Yandel;Chris Brown;T-Pain,Homecoming Latin Party,Algo Me Gusta De Ti,0,274946,False,0.626,0.769,11,-5.296,0,0.0325,0.00291,0.0,0.0598,0.237,127.949,4,hip-hop
3749,51749,6qK47Oa7Vbumzeb69KuMhZ,Gorillaz;Beck,20's Rock,The Valley of the Pagans,0,181028,True,0.75,0.856,2,-5.802,1,0.0457,0.0778,3.65e-05,0.117,0.94,130.034,4,hip-hop
3750,51750,2g6tReTlM2Akp41g0HaeXN,Kendrick Lamar;Blxst;Amanda Reifer,Mr. Morale & The Big Steppers,Die Hard,82,239026,True,0.775,0.736,1,-8.072,0,0.247,0.319,0.00116,0.127,0.362,100.988,4,hip-hop
3751,51751,59nOXPmaKlBfGMDeOVGrIK,Future;Drake;Tems,I NEVER LIKED YOU,WAIT FOR U (feat. Drake & Tems),89,189893,True,0.463,0.642,1,-4.474,1,0.34,0.314,0.0,0.0686,0.339,83.389,4,hip-hop
3752,51752,2xLMifQCjDGFmkHkpNLD9h,Travis Scott,ASTROWORLD,SICKO MODE,83,312820,True,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,4,hip-hop
3753,51753,7ycWLEP1GsNjVvcjawXz3z,A$AP Rocky;Skepta,TESTING,Praise The Lord (Da Shine) (feat. Skepta),82,205040,True,0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,4,hip-hop
3754,51754,3uB2mkp8ovjiuJA734dbGe,Ritviz;Seedhe Maut,Dev,Chalo Chalein,59,184370,False,0.461,0.5,1,-9.828,1,0.0614,0.00245,0.03,0.116,0.572,76.176,4,hip-hop
3755,51755,39QJ7KkN3L8LLqQqsO85W1,Yo Yo Honey Singh;Neha Kakkar;Nushrratt Bharuccha,Saiyaan Ji,Saiyaan Ji,57,205450,False,0.896,0.678,0,-2.546,0,0.0815,0.0137,4.1e-05,0.11,0.604,130.024,4,hip-hop
3756,51756,1rDQJd8kzwBRXeoTtojkQn,Ritviz;Nucleya,Baaraat,Roz,59,219240,False,0.833,0.639,5,-6.964,1,0.0676,0.152,0.0,0.101,0.448,102.989,4,hip-hop
3757,51757,73N5AghXPjYtAoS6RIYPZd,Emiway Bantai,CHUSAMBA,CHUSAMBA,56,193663,True,0.777,0.816,7,-3.884,1,0.275,0.349,0.0,0.195,0.667,139.68,4,hip-hop
3758,51758,6M47gaKejso9772SKTa3yH,Tech N9ne;Joey Cool;King Iso;Dwayne Johnson,ASIN9NE,Face Off,73,219802,True,0.693,0.935,8,-4.323,1,0.224,0.18,0.0,0.179,0.391,80.882,4,hip-hop
3759,51759,2fsPrE2NYiHOHPMuWbjvTj,Sukhwinder Singh;Alka Yagnik,Taal (Original Motion Picture Soundtrack),Ramta Jogi,59,377000,False,0.798,0.636,6,-10.52,1,0.0431,0.327,0.0,0.128,0.799,139.98,4,hip-hop
3760,51760,4kw1Tl4ryNxjTtAdFJkD19,SAMBATA,Pinnak,Pinnak,56,390321,True,0.781,0.684,2,-8.303,1,0.37,0.011,0.0,0.0971,0.543,100.587,4,hip-hop
3761,51761,0Fs9cdPDhptWEDJmiCbkEW,J. Cole;Cults;Amber Coffman,Born Sinner (Deluxe Version),She Knows (feat. Amber Coffman & Cults),82,296520,True,0.766,0.74,1,-10.363,1,0.0807,0.0193,0.0784,0.229,0.183,118.008,4,hip-hop
3762,51762,5KkCsYIgMK5H7Ih31Dnd2Q,DIVINE;MC Altaf;Stylo G;Phenom,Mirchi,Mirchi,57,192923,False,0.871,0.608,6,-5.486,1,0.4,0.142,0.0,0.0876,0.818,129.784,4,hip-hop
3763,51763,12afGworQ5MJaw8M8hBd9b,Guri,Yaar Beli,Yaar Beli,58,211796,False,0.612,0.853,5,-3.585,0,0.0704,0.00522,0.0,0.422,0.566,166.884,4,hip-hop
3764,51764,24MVilhtBOg06UxlnNOonf,Vilen,Bekaar,Bekaar,58,197307,False,0.605,0.552,10,-7.875,1,0.0296,0.479,0.0,0.0916,0.313,83.958,4,hip-hop
3765,51765,0cHjQQFedPu64QoHmJdUlu,Sidhu Moose Wala,8 Cylinder,8 Cylinder,57,188780,False,0.627,0.673,6,-6.539,1,0.204,0.337,0.0,0.0646,0.735,163.842,4,hip-hop
3766,51766,0MRg2bzlVhGQTi4ecu792k,Ajey Nagar (CarryMinati);Wily Frenzy,Vardaan,Vardaan,56,202105,False,0.675,0.735,9,-10.894,0,0.381,0.136,0.0,0.152,0.139,95.0,4,hip-hop
3767,51767,1pLKHyfC7VPp7NPJqwxzMp,Paradox,Hustle 2.0,Gang wale munde,57,153000,False,0.584,0.76,9,-6.509,1,0.296,0.0532,0.0,0.109,0.327,79.826,4,hip-hop
3768,51768,1FdbP9ZAcqQnOcda55boaL,Guri,Billian Billian,Billian Billian,59,177600,False,0.708,0.893,8,-2.002,0,0.0549,0.0188,5.47e-05,0.471,0.753,100.031,4,hip-hop
3769,51769,3Eb4VbsbXMpS5Mk9HWTDia,Badshah;Harrdy Sandhu;Lisa Mishra;Asees Kaur,"Chandigarh Mein (From ""Good Newwz"")",Chandigarh Mein,59,205200,False,0.809,0.873,6,-2.455,0,0.0556,0.00612,9.07e-06,0.0732,0.34,100.013,4,hip-hop
3770,51770,2GDWnzRp5wsBXMBtR25dzv,Amrit Maan;Nimrat Khaira,All Bamb,Sira E Hou,57,200769,False,0.745,0.549,7,-5.137,1,0.203,0.337,0.0,0.152,0.788,77.892,4,hip-hop
3771,51771,40MlMSv2kkmph6XhYMOovm,Mathan;Naven,Intha Vechiko,Somberi,57,236143,False,0.707,0.795,1,-5.7,0,0.234,0.537,0.0,0.0922,0.612,187.927,4,hip-hop
3772,51772,0sSapNABKrGwgaMhn0p8uL,Mika Singh,Khiladi 786,Long Drive,58,268442,False,0.753,0.89,2,-5.022,1,0.187,0.44,6.82e-06,0.0854,0.283,87.015,4,hip-hop
3773,51773,05REArTDZQd59A9Y4XC0Aq,Mustafa Zahid,Ragini Mms 2,Maine Khud Ko,58,329072,False,0.648,0.52,7,-8.543,1,0.0249,0.674,0.00129,0.0821,0.492,102.975,4,hip-hop
3774,51774,5AjYjRsiIPAKjRP182ocKB,Anirudh Ravichander;Dhanush,3 (Original Motion Picture Soundtrack),Why This Kolaveri Di? - The Soup of Love,57,260013,False,0.817,0.774,5,-4.341,0,0.153,0.543,1.61e-05,0.394,0.884,140.008,4,hip-hop
3775,51775,65usiCnRUHhBgd1CIlwGf5,Anirudh Ravichander;Hiphop Tamizha,Kaththi (Original Motion Picture Soundtrack),Pakkam Vanthu,56,258359,False,0.762,0.964,4,-2.981,1,0.138,0.353,0.00278,0.489,0.846,140.034,4,hip-hop
3776,51776,6EP117i3gizdFg9neGen0s,MC STAN,Tadipaar,Tadipaar,57,466285,True,0.62,0.813,1,-4.833,1,0.161,0.449,1.48e-06,0.21,0.37,139.587,4,hip-hop
3777,51777,5ZQnQnbUVtBO0pl3ShqVHG,Guru Randhawa;Tulsi Kumar,Enchantic Tulsi Kumar,"Lagdi Lahore Di (From ""Street Dancer 3D"")",59,215368,False,0.786,0.797,6,-4.063,1,0.0414,0.233,0.0,0.0861,0.454,95.014,4,hip-hop
3778,51778,47mlmMUesrgqCzSdTz6DXF,Stephen Zechariah,Sagiyae,Sagiyae,58,184500,False,0.496,0.549,4,-8.067,0,0.0286,0.128,0.00226,0.237,0.372,80.03,4,hip-hop
3779,51779,1cQQk3EyZsWrbIzRBz68P9,Sidhu Moose Wala,Moosetape,Me and My Girlfriend,57,203544,False,0.698,0.799,8,-4.774,0,0.282,0.0322,0.0,0.334,0.746,79.204,4,hip-hop
3780,51780,6nmkEV0oW6QJ340afYUlx0,Dilpreet Dhillon;Karan Aujla,Next Chapter,Jatt te Jawani,57,240000,False,0.765,0.685,2,-4.727,1,0.264,0.024,0.0,0.0303,0.608,159.872,4,hip-hop
3781,51781,1JxGjonVZMfWUxorsVLYQQ,Sidhu Moose Wala,Moosetape,Pind Hood Damn Good (RMG Intro),57,75000,False,0.724,0.6,11,-12.024,0,0.4,0.636,0.0,0.133,0.731,77.549,4,hip-hop
3782,51782,0wgOTeDbMblOxncPcXLCvf,Anirudh Ravichander,Vikram (Original Background Score),Ghost Unmasked - Background Score,56,74410,False,0.661,0.654,1,-6.084,1,0.0784,0.363,0.000115,0.165,0.0372,85.166,4,hip-hop
3783,51783,7KtQd5BN1cGQIvefTWEZLq,Anirudh Ravichander,Kaththi (Original Motion Picture Soundtrack),Kaththi - Theme,55,63706,False,0.705,0.73,5,-7.886,1,0.346,0.159,0.000239,0.154,0.819,140.14,4,hip-hop
